imageID,range0,range1,range2,range3,range4,range5,range6,range7,range8,range9,range10,range11,range12,range13,range14,range15,range16,range17,range18,range19,range20,range21,range22,range23,range24,range25,range26,range27,range28,range29,range30,range31,range32,range33,range34,range35,range36,range37,range38,range39,range40,range41,range42,range43,range44,range45,range46,range47,range48,range49,range50,range51,range52,range53,range54,range55,range56,range57,range58,range59,range60,range61,range62,range63,grayscale,contrast
117,0.07778548756182181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20306636155606408,0,0,0,0,0.3157437070938215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16816859821362665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06394921384808444,117.17899999999999,200.462
118,0.04919799498746867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11156223893065999,0,0,0,0.15834168755221387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2136173767752715,0,0,0,0.3219590643274854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14532163742690057,150.3815,193.868
119,0.15702777777777777,0,0.08332142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11214285714285714,0,0,0,0,0,0.13090873015873017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21591269841269842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3006865079365079,134.207,190.89999999999998
12,0.07975355054302423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06252715121136174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09905179615705932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20510860484544696,130.97183333333334,234.35899999999995
120,0.18694567627494457,0.15271464646464647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14492947770386794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18400622074402562,0.13306233062330625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19834164818920916,119.65016666666664,187.42999999999998
121,0.040014880952380955,0.09632440476190476,0,0,0,0,0.1422061011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26121279761904764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32312127976190474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1371205357142857,136.45633333333333,185.638
122,0.07869246861924686,0,0,0,0,0.08355020920502092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11390167364016736,0,0,0,0,0,0,0,0,0,0.17877405857740586,0,0,0,0,0,0.1433723849372385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4017092050209205,113.68733333333334,171.828
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020355054302422723,0,0,0,0,0,0,0.020860484544695072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07024644945697578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5210651629072681,153.65983333333335,166.334
124,0.09937180954057384,0,0,0,0,0.24616869829255414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2784088408730857,0,0,0,0,0,0,0,0,0,0.032721461890512234,0,0,0,0,0,0,0.21342798362964266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1299012057736314,131.6765,211.47299999999998
125,0,0.1110045351473923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12189115646258504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04079591836734694,0,0,0,0,0,0,0.12978231292517006,0,0,0,0,0.24113151927437643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35539455782312923,139.0755,188.103
126,0.1305968837863168,0,0,0,0,0.13808282567947516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13386656513589504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12905927835051548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2552026710402999,146.60483333333332,215.572
127,0,0.14036750788643534,0,0,0,0,0.22028233438485803,0,0,0,0.20398738170347003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2065820189274448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09796845425867508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1308123028391167,140.89699999999996,156.44799999999998
128,0.08672253258845437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05068901303538175,0,0,0,0,0.09372173450385742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14277201383346635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21761638733705774,138.10183333333336,205.103
129,0.07291949349977726,0.09686202323592813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11179282236138063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23770999636458595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07993558660733945,125.3205,213.249
13,0.17380729388392224,0,0.05698595146871009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16792110117780615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19130693912303107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21042145593869732,112.34116666666665,210.402
130,0.0597241146758055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14440625129030926,0,0,0,0,0,0.14373873129911777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12321249156997949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3772606218258392,145.22350000000003,170.50900000000001
131,0.17286739683719865,0.2660451638117571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15994166261545942,0.09917355371900827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16253062236075763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13944160065581895,118.29133333333334,214.18299999999996
132,0,0,0,0,0,0.0885649835155301,0,0,0,0,0,0,0,0,0,0,0.13829602637515184,0,0,0,0,0.1799583550234253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18725779397304645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23800682514893864,0,0,0,0,0.16791601596390768,126.12633333333333,202.065
133,0.07864896755162241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15864306784660767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20619469026548673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2290560471976401,0,0,0,0,0.2303834808259587,126.29166666666667,220.238
134,0.2398992294013041,0,0,0,0,0.23397451096621222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22264374629519856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12319205690574986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05559573206876112,111.9705,212.759
135,0.18302635417679666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1228279684916853,0,0,0,0,0.14171156277350969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13314985899056694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22347709812311584,147.60216666666665,205.36800000000002
136,0.12133121799956732,0.2222398500036057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20286291194923198,0.14716232782865796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19816831326170045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1082353789572366,117.11966666666667,202.57100000000003
137,0.2524905303030303,0,0,0,0.19080729166666666,0.1695501893939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17513020833333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13490767045454546,103.6145,195.691
138,0,0.12993818388517833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1605797925252238,0,0,0,0.12573816177979885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16885352028168568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21518205358975573,147.72949999999997,192.947
139,0.1394062825860271,0.16049514468196038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1075143378519291,0,0.2700835831595412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22527127867570385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09722937304483838,119.66966666666667,210.11300000000003
14,0.2756732673267327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18624422442244223,0,0,0,0,0,0.11770627062706271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1304950495049505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1200990099009901,122.15216666666667,198.049
140,0.1285351851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1887185185185185,0,0,0,0.21925555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20325555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08952962962962963,115.991,216.613
141,0.13435555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06882592592592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10042592592592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2092,134.3935,226.103
142,0.11811310395314788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24144125183016105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15103312591508053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13342240117130308,121.59116666666667,179.0
143,0.18199577200125275,0.22086204196680237,0,0,0,0.22022392734105856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14824616348261824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10748512370811149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12118697150015659,119.7555,227.059
144,0.2255363294707172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21147823363607893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12989351706858754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10235280300657688,103.30933333333333,173.445
145,0.15880762411347518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14156471631205675,0,0,0,0,0.16711436170212765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23601507092198581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13251329787234042,119.891,225.583
146,0.24282136894824707,0,0,0,0,0.14148395473938044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14884437024670746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1808792431830829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10409200519384158,106.76433333333331,209.103
147,0.29431568287037035,0.011167534722222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23368923611111111,0,0,0,0,0.1311299189814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10728587962962963,93.70483333333334,201.49
148,0.15380847308031775,0.1804810238305384,0,0,0,0.2282127096204766,0.21958075904677846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11935569285083848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09856134157105031,107.06033333333333,210.98
149,0.26058394820601855,0,0,0,0,0.15650770399305555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09354202835648148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08176450376157407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889892578125,109.3265,226.53699999999998
15,0.11313740372181931,0,0,0,0,0,0,0,0,0,0,0.047148198122224094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12408289762185866,0,0,0,0,0.193975937482431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2882125990892225,150.18166666666664,192.32
150,0.18631113181183045,0.15650675360968794,0,0,0,0,0.2130088495575221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21377736376339077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13391709361900325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09647880763856544,115.52716666666667,197.42899999999997
151,0.05987413194444444,0.10703993055555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15983940972222221,0,0,0,0,0.25709635416666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2330859375,0,0,0,0,0.1830642361111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.84116666666665,177.20600000000002
152,0.09335838637932357,0,0,0,0,0.18389830508474575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22649743078456938,0.2358463072321497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09731191042257842,119.08,179.896
153,0.110215625,0.098815625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104728125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2607380208333333,136.65416666666667,204.00799999999998
154,0.18362480438184664,0,0,0,0,0.0881122848200313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1449921752738654,0,0,0,0,0.2731201095461659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22159820031298905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08855242566510173,124.617,188.57999999999998
155,0,0,0,0,0,0.049475994901572014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08289902280130293,0,0.17423169522730492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16187508851437474,158.102,176.869
156,0,0.06268348623853211,0,0,0,0.14021406727828747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20069571865443425,0,0,0,0.2731192660550459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1756880733944954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1475993883792049,145.81216666666663,182.285
157,0,0.12224583333333333,0,0,0,0.17395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094225,0.26878541666666667,0,0,0,0.22727083333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11352291666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.72216666666664,148.748
158,0,0.11637931034482758,0.14623411978221415,0.20303992740471868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21226557773744706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185329703569268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1367513611615245,128.94966666666667,193.77499999999998
159,0.17071914672851562,0.12430953979492188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23345565795898438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14674504597981772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12203725179036458,112.55216666666666,215.549
16,0.269728,0,0,0,0,0.17629511111111112,0,0,0,0,0,0.09877333333333334,0,0,0,0,0,0,0,0,0.25334755555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11109688888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09075911111111111,121.93133333333333,181.158
160,0.14806122448979592,0.13923469387755102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14932823129251702,0,0,0,0,0.16575255102040817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16093112244897959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2366921768707483,121.59516666666666,206.918
161,0.12084589614740368,0.2079313232830821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21642797319933,0,0,0,0,0.15600083752093802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.49733333333332,162.445
162,0.19405917159763314,0.1666887573964497,0,0,0,0.184167258382643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1796560157790927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16209704142011835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11333175542406311,113.1925,199.832
163,0.08971464047116737,0,0,0,0,0.13546885988045007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08445411392405064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28214277865682136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24629153481012658,132.29800000000003,196.503
164,0.06779086546528407,0,0,0,0,0.13380314775663613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1721769186885466,0,0,0,0,0.23884022953790396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2943722943722944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09301654417933487,123.608,174.793
165,0.10003980891719745,0,0,0,0,0.12208996815286624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17214968152866242,0,0,0,0,0.22128184713375795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16458200636942674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21985668789808918,130.76683333333332,208.009
166,0.14261115552549045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11158907816247464,0.16194114753090216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18878758993911812,0,0,0,0,0.2836541418116967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11141688703031793,116.57300000000002,212.65200000000002
