"imageID","range0","range1","range2","range3","range4","range5","range6","range7","range8","range9","range10","range11","range12","range13","range14","range15","range16","range17","range18","range19","range20","range21","range22","range23","range24","range25","range26","range27","range28","range29","range30","range31","range32","range33","range34","range35","range36","range37","range38","range39","range40","range41","range42","range43","range44","range45","range46","range47","range48","range49","range50","range51","range52","range53","range54","range55","range56","range57","range58","range59","range60","range61","range62","range63","grayscale","contrast","Style"
228,0.369644783715013,0,0.0766452926208651,0,0,0.2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169400508905852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851094147582697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.961,189.707,"Cat3"
108,0,0.181943467041989,0,0,0,0,0.286813863476425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23719847134256,0.222686488388459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713577097505669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0192,138.871,"Cat12"
160,0.175093537414966,0,0,0,0,0.157755102040816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199723639455782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190093537414966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277334183673469,120.3236,199.918,"Cat13"
135,0.188956043956044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132819702421472,0,0,0,0,0.166784012447729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162866867645629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348573373529126,138.1996,195.667,"Cat5"
25,0.11171346012852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109440634838487,0,0,0,0,0.0897744425755811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187527493854315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501543968603097,133.2942,178.883,"Cat8"
210,0.346873830804407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290775306589067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109332779048015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935605903138641,126.1944,181.772,"Cat9"
58,0.298011111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1599,0.241616666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112772222222222,127.475,198.705,"Cat14"
10,0.33968114670177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194988055189898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594477759901191,0,0,0.184158094030845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221724928087368,119.5278,204.185,"Cat6"
76,0.122040531097135,0,0,0,0,0,0,0,0,0,0.199902166317261,0,0,0,0,0,0,0,0,0,0,0.142058001397624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248665269042628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287334032145353,130.1832,171.498,"Cat5"
219,0.176310720268007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109041038525963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10641959798995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26608040201005,133.1072,224.473,"Cat13"
203,0.213036187113857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249205648720212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130864960282436,138.4036,198.448,"Cat2"
158,0,0.163112522686025,0,0.275468844525106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100491530550514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265751663641863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195175438596491,126.7566,176.818,"Cat3"
145,0.20082890070922,0.196662234042553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158918439716312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287451241134752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156139184397163,122.4046,215.985,"Cat14"
224,0.190736145574855,0.217196029776675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225165425971878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16160876757651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205293631100083,122.649,217.032,"Cat12"
147,0.219363425925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242249710648148,0,0,0,0,0.133175636574074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107507233796296,101.8886,201.49,"Cat9"
159,0.186406453450521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175421396891276,0,0,0,0,0.30801518758138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187545776367188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142611185709635,112.3264,208.549,"Cat6"
121,0,0.125963541666667,0,0,0,0,0.143720238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258824404761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331603422619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139888392857143,150.745,177.096,"Cat3"
132,0.138533171380647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173352999016716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215807739024813,0,0,0,0,0.283440337787032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188865752790792,127.3778,199.581,"Cat2"
64,0.0679132732430454,0,0,0,0,0.226525324853587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399592789165447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26319145772328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427771550146413,124.8084,205.509,"Cat4"
33,0.204910582789817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602314327792973,0,0,0,0,0.267069219440353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184794866400168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282993898590364,109.7726,195.451,"Cat2"
233,0.208747530314183,0,0.0874636810909232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253821717739124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242846627668229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207120443187541,125.188,188.86,"Cat3"
196,0.113157696082132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186845167285762,0.14237185777912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128401225521458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429224053331529,108.4698,172.544,"Cat2"
150,0.2622356776898,0,0,0,0,0,0.333497904052166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223949697251979,0,0,0,0,0,0,0,0,0,0,0.0494084769445738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130908244061481,120.7046,180.016,"Cat12"
172,0.121479166666667,0,0,0,0,0.183553125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242458333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246559375,133.8718,187.565,"Cat8"
6,0.169857001972387,0,0,0,0,0.215665680473373,0,0,0,0,0.0628747534516765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143131163708087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408471400394477,122.3744,190.064,"Cat5"
102,0.165685067306689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165246095516366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534084663814394,0,0,0,0,0,0.21928971442485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396370656370656,139.375,192.261,"Cat3"
161,0.189748743718593,0.255263819095477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263044388609715,0.180891959798995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111051088777219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.6658,154.961,"Cat3"
46,0.150004493877092,0,0,0,0,0.186345354454556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344620829120324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224800584204022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942287383440063,115.8622,186.26,"Cat8"
67,0.234999312683284,0.23900293255132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163075914131232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159874163764663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203047676869501,115.0622,202.532,"Cat14"
49,0,0.112259259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124496296296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184951851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30367037037037,154.2652,197.349,"Cat8"
30,0.0551845415425356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662508275405495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772219463753724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622223601456471,0,0,0,0.179119083085071,132.5842,203.51,"Cat2"
86,0.200958333333333,0,0,0,0,0.328520833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203091666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126029166666667,122.871,206.929,"Cat9"
207,0.160192771084337,0,0,0,0,0.220722891566265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267144578313253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19521686746988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156722891566265,123.9746,176.359,"Cat5"
244,0.198612071947423,0.28861985472155,0,0,0,0.258829124870287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174381701833276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795572466274646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.6844,175.864,"Cat12"
32,0.25317341862118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150031982942431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163702914001421,0,0,0,0,0.244875621890547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188216062544421,122.4746,181.103,"Cat13"
29,0,0.153376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167478,0,0,0,0,0.256846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217456,153.6968,165.751,"Cat7"
48,0,0,0,0,0.148115234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1387890625,0,0,0,0,0.159033203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281455078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272607421875,153.0184,166.956,"Cat5"
94,0.0484816838046273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145409347329334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292019244501571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147100828334761,149.0678,193.526,"Cat8"
54,0,0.0786826119969628,0,0,0,0,0.150476145279676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218311028853455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33120175272083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221328461149076,151.6732,160.571,"Cat4"
171,0.107853731343284,0.154665671641791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129471641791045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330501492537313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277507462686567,124.2146,203.237,"Cat3"
231,0.0995875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186608333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149584375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3044125,146.5956,182.593,"Cat8"
88,0.196127819548872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120743525480368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116934001670844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294874686716792,135.044,219.63,"Cat13"
157,0,0.10909375,0,0,0,0.22455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2977625,0,0,0,0.249566666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119027083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.2416,150.118,"Cat4"
24,0.130681818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143844696969697,0,0,0,0,0.213251836547291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249813475665748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262408172635445,130.9664,203.704,"Cat3"
109,0.233023858361222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151327863543129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165078808161503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299916333801144,0,0,0,0,0.150653136133002,137.4118,192.118,"Cat2"
40,0.18178125,0,0.08393125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24291875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16054375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330825,111.4524,205.757,"Cat13"
234,0.302390632349976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19821696570571,0.175615438030598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988984835248527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5082,161.387,"Cat6"
144,0.185663952395866,0.245059505167554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209469934231131,0.208710460382086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151096147823364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.5014,161.217,"Cat14"
199,0.127923121310311,0,0.12213458209419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235842247769541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297455723733854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216644325092104,117.8748,202.537,"Cat3"
71,0.0366791666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1089125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485658333333333,149.3626,187.733,"Cat10"
126,0.138423149015933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153263238050609,0,0,0,0,0.156720946579194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304062207122774,141.4548,210.686,"Cat3"
18,0.19746484375,0,0,0,0,0.10437109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07216796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23112890625,135.3718,228.039,"Cat13"
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128603044370074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199341466047717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290672568282414,170.7858,162.961,"Cat10"
51,0.0630738811728395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216347897376543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174815779320988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198012152777778,0.347750289351852,141.8816,199.541,"Cat8"
241,0.189988720956463,0.182124971802391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171139183397248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167484773291225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289262350552673,119.5224,209.499,"Cat3"
83,0.135549619437939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147910567915691,0.216097043325527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19946574941452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300977019906323,133.4216,200.12,"Cat14"
148,0.21864960282436,0.273879082082966,0,0,0,0,0.272488967343336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13301412180053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101968225948808,115.4268,203.713,"Cat12"
182,0.255787037037037,0.317543209876543,0,0,0,0,0.192694444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142197530864198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917777777777778,104.5002,179.548,"Cat12"
143,0.192890698402756,0.251424992170373,0,0,0,0,0.222866426558096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182907923582837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149909959285938,112.1252,218.842,"Cat14"
79,0.0954720133667502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934419381787803,0,0.113583959899749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356395154553049,0.341106934001671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.6822,149.114,"Cat6"
235,0.298325925925926,0.108048148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217362962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130855555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.8548,179.07,"Cat3"
112,0.211287773128777,0,0,0,0,0.24536029753603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163375174337517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205395165039516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174581589958159,129.7444,189.103,"Cat1"
125,0,0.155002267573696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10991156462585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140727891156463,0,0,0,0,0.238353741496599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356004535147392,147.392,180.505,"Cat6"
1,0.158044843049327,0,0,0,0,0.172562032884903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275856502242152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168687593423019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224849028400598,134.3026,209.558,"Cat6"
183,0.189687306501548,0.279860681114551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185538699690402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166089783281734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178823529411765,115.64,172.313,"Cat12"
39,0.303567649281935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174455782312925,0,0,0,0,0.114399092970522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465759637188209,93.665,201.583,"Cat9"
66,0.114820189274448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295703470031546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130334384858044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171779179810726,110.3732,187.912,"Cat14"
105,0.0432706766917293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115877192982456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536746031746032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126867167919799,130.7446,193.961,"Cat13"
