"imageID","category.Cat1.265","category.Cat10.265","category.Cat11.265","category.Cat12.265","category.Cat13.265","category.Cat14.265","category.Cat2.265","category.Cat3.265","category.Cat4.265","category.Cat5.265","category.Cat6.265","category.Cat7.265","category.Cat8.265","category.Cat9.265","max"
95,0.0588383483709489,0.101604992092109,0.077599238699634,0.00419324020792994,0.0215860557541611,0.0052637572359613,0.0110257607447952,0.0294388803079659,0.0118805111916471,0.0133313815857645,0.0144826523896866,0.052926490602568,0.594692958149147,0.00313573266768095,0.594692958149147
98,0.0619135303821375,0.0150286049206401,0.0107808988574032,0.089031388319627,0.0365514062983077,0.0728183910754699,0.0602522412988237,0.23178001770387,0.036128131868855,0.0245574721825844,0.226783279879638,0.0166880755176881,0.043481517244354,0.0742050444506017,0.23178001770387
99,0.00940669321422666,0.00282135498148953,0.00169454019624502,0.662751090182442,0.0134881494355159,0.173018429813997,0.00369234407972772,0.0718499942807384,0.00461385785852982,0.00545230995593649,0.0298638985914831,0.00305387857997582,0.0111971246353147,0.00709633419437752,0.662751090182442
100,0.0298698475850068,0.0054314852625114,0.00409697311473875,0.0464966669463608,0.0704724952883034,0.0865208368377613,0.0250743093133846,0.0358000955649617,0.0436364531343604,0.383178279143157,0.225339204361691,0.00873578813927315,0.0165228222322693,0.0188247430762211,0.383178279143157
106,0.0504671538876403,0.00244902630903165,0.00216746577065928,0.728311730583773,0.00414545729940021,0.032688564603608,0.00845174069435705,0.0590794564636302,0.0078701376187181,0.0103430492887222,0.0643727102246582,0.0099556331034431,0.0116927246746653,0.00800514947769301,0.728311730583773
107,0.0360594796106147,0.00279852522580476,0.00364858742815934,0.750738294656997,0.00534251802983198,0.0333803853676236,0.0101843974146238,0.053814623546647,0.00852696513097924,0.0049957947336613,0.0641660289828081,0.0119286374553533,0.007746962664961,0.00666879975193503,0.750738294656997
113,0.112089456657866,0.00563279945088587,0.00448619496449175,0.0316906100126446,0.0202313561205013,0.0637782104711286,0.0212307911662448,0.119305094617461,0.120003553257725,0.365668854459426,0.0351533670971215,0.0657845079549394,0.0284684451753243,0.00647675859423917,0.365668854459426
114,0.0524912933131721,0.00490364804334345,0.00479973520689629,0.0584762924276788,0.0129410231285748,0.0104189115286085,0.0187999392224757,0.0963834046662555,0.237074348964494,0.370149526951002,0.0559194064254239,0.0351368169622172,0.0339697116101208,0.00853594154973655,0.370149526951002
115,0.0860086733987162,0.0127489185169315,0.0101350062735187,0.0114690913825264,0.195610093531461,0.0846831556643718,0.326597087767318,0.139616940197896,0.00969684331520208,0.0337717485401579,0.0153268072229484,0.0113661491730321,0.0375890490541864,0.0253804359617331,0.326597087767318
118,0.0671258527729495,0.0591513942847908,0.0139184360057174,0.00778441926704294,0.0171440379099526,0.0145010044673528,0.0284090889453091,0.0527676917566585,0.0502838007759671,0.0306024773706772,0.0126510314610439,0.141691595603443,0.49837678624492,0.00559238313417534,0.49837678624492
123,0.0484388027474843,0.281019989935929,0.0510532004518807,0.0103521150267076,0.0466937841986268,0.0108685383012083,0.0626991789444804,0.0480741284845435,0.0391095621753398,0.0388076574497687,0.0502750463339251,0.277742285861909,0.0224688601763378,0.012396849911859,0.281019989935929
134,0.0193360424365163,0.00556198556413297,0.00318628236193264,0.0156184431082252,0.0108403358215381,0.0817793788693447,0.0168667995267982,0.0749175669031623,0.0138433966332541,0.157164690460849,0.0085513774207477,0.00663982152969892,0.061817306255625,0.523876573108175,0.523876573108175
136,0.00712674229510234,0.00270290088020826,0.00363487439536846,0.653236163295866,0.0121203388835223,0.0959090187915952,0.00396420544279302,0.177166132180926,0.00507709432599371,0.00999508472260689,0.0158001429406874,0.00314709375481943,0.00668522682797288,0.00343498126253854,0.653236163295866
137,0.0458874671354953,0.00812668982084447,0.00812615270071051,0.0384548370389658,0.0547420236211124,0.14960106018408,0.06019135604275,0.168035212904325,0.0383657000233286,0.28777918229261,0.0394776173796409,0.0227919496283725,0.0380038404918238,0.0404169107359409,0.28777918229261
138,0.0502644204860162,0.00574572095464677,0.00739615923705452,0.0168174889864784,0.0162939520395552,0.0301180242888642,0.0309656915168885,0.379240292645369,0.0253277444073087,0.0201309792398642,0.0937380229504856,0.0102387558606504,0.308491729551849,0.00523101783496923,0.379240292645369
146,0.0216480709887925,0.0118515869760373,0.0169337460281046,0.0211640735537621,0.0369682885213374,0.150201379868271,0.0847963638847378,0.352172373527831,0.00915858798572308,0.0346201142694266,0.0290640773474278,0.0102115846698313,0.043852153771684,0.177357598607034,0.352172373527831
152,0.0430021372219277,0.00369554728877009,0.00355457872830643,0.455119171614098,0.0111143819468053,0.0337051415373193,0.0129226125889208,0.0547670150945292,0.0728396413538983,0.204259242117892,0.0317579245904796,0.0511319632671732,0.0155601805007771,0.00657046214910373,0.455119171614098
153,0.0585093194640911,0.0596277934406388,0.0765101734923959,0.00873286271842499,0.456152342649977,0.0172642226094336,0.0284500029184066,0.10235840839295,0.00849525379248635,0.0612551781083223,0.0135355074855141,0.0671816909666156,0.0349101372401427,0.0070171067206011,0.456152342649977
156,0.0743493317274456,0.100145508248497,0.0148774987466674,0.0333307005510502,0.0100086580166113,0.0501516244375783,0.0208892000880379,0.120023104626176,0.236868087285257,0.0342349408068601,0.1574427761757,0.113778958341594,0.0285724991345735,0.005327111813952,0.236868087285257
164,0.0712365072046954,0.0190864028039232,0.0208242148754141,0.00961688927100315,0.0402695742799593,0.037279401695593,0.018797056996216,0.0619010495005531,0.0449389213243699,0.327573951880029,0.0442874143790449,0.11819968054515,0.0299385449709384,0.156050390273111,0.327573951880029
165,0.0172280529556862,0.00628108789736407,0.00479997351170823,0.0128973809411306,0.345934431637346,0.020002535476239,0.0449775699057077,0.0546102463519791,0.0710939790336459,0.320198277256318,0.00750499464332449,0.0371269530106693,0.051539765071893,0.00580475230698853,0.345934431637346
167,0.0791679698310573,0.0238262648705744,0.0103533332074938,0.00809557037658019,0.17876032409287,0.0630323081792328,0.23351795615414,0.0843172727793559,0.00969650871214408,0.172426551928623,0.0972771841397475,0.00562924852663666,0.0130429809351168,0.0208565262664269,0.23351795615414
175,0.024793256592149,0.340121170796867,0.0214453347220473,0.00837015334884588,0.0726464029272452,0.0308751615585914,0.0472497459544074,0.116106408510755,0.0158082443726169,0.0529012036736228,0.00953588294470358,0.040222202269632,0.21110188855801,0.00882294377050553,0.340121170796867
181,0.0119410911719206,0.00226917437691446,0.0015885451746948,0.743615580587918,0.00567079735039511,0.0585452160719198,0.00733670594530312,0.108527542320285,0.00334177082097323,0.00522931928611292,0.0252699942323042,0.00408491758066029,0.0164374956291887,0.00614184945140977,0.743615580587918
184,0.00992051362149982,0.00297936182689608,0.0018498778774686,0.36441047574072,0.00965639517171502,0.327982588713425,0.016678994814122,0.025248044881067,0.00258626364654369,0.00495709796786278,0.0422427255851296,0.00239448282515025,0.0220754026399262,0.167017774688473,0.36441047574072
185,0.0229400753326504,0.00784322820637123,0.00509411274949182,0.00566354421071917,0.0196866289728382,0.108464718233701,0.0530973935352579,0.140245963703576,0.00478052768432097,0.0192363856858658,0.120175633354412,0.00323371209634257,0.0148703800423753,0.474667696192078,0.474667696192078
193,0.0683817825265039,0.00966423230288791,0.0148886354791308,0.272077068040325,0.0185441654348251,0.0149144280194006,0.0446285542882682,0.154614387963222,0.0666688158737079,0.0282148108360104,0.218511706938111,0.0551730092712239,0.021912562438016,0.011805840588367,0.272077068040325
194,0.0128387678661946,0.00269541642317483,0.00193987756036256,0.73354207387534,0.00660570919743892,0.106666318533003,0.00520178859702085,0.0514666086309923,0.00296858947268185,0.00395934444595232,0.0434476598589002,0.00317661793784109,0.0122235308673159,0.0132676967337821,0.73354207387534
198,0.23257975658695,0.0161494111695141,0.0126022597536673,0.00565045484947824,0.0378483278756129,0.0458801148703345,0.0373911203772195,0.133292971884258,0.00675940280881226,0.248565104666733,0.0182130799776963,0.0118903543040326,0.135481796708532,0.0576958441671594,0.248565104666733
201,0.049413091196767,0.00423984822418725,0.00357229031507649,0.704680543955757,0.0072015532584983,0.0316429807200367,0.0133647726592516,0.0557815671919838,0.00401978836284658,0.00982482858138783,0.0894182166547907,0.00347686626722011,0.0148002118963154,0.00856344071588161,0.704680543955757
205,0.194653794940568,0.0105862486902153,0.00940127647418492,0.0505986504362052,0.0935773649520172,0.0506218056162562,0.084855374915911,0.092291399082571,0.0314194270469713,0.032381759231983,0.0702286902493046,0.0135954466696755,0.255823702250256,0.0099650594438801,0.255823702250256
212,0.0208278875803716,0.00189899328104526,0.00158051530328509,0.826289904246733,0.00280059743094096,0.0350637713059713,0.00322661360609664,0.0414454742309382,0.0145089083625998,0.00652498043527014,0.0207894170522465,0.00748135430896355,0.014024966359769,0.00353661649576923,0.826289904246733
214,0.0547543744014697,0.180969451538113,0.0506856627054328,0.0114561380862846,0.0355979262894286,0.0110132054729153,0.0981893820461475,0.0703858275075535,0.0571790021849664,0.043424727562761,0.0554037747242964,0.262159551609818,0.0569886624834606,0.0117923133873533,0.262159551609818
218,0.0891847468375572,0.0713828628692776,0.13910885636469,0.00989880186640434,0.00800772709820531,0.0195731118555322,0.0182626348420019,0.102512556413482,0.0469054395636895,0.0227084185910762,0.13619431510182,0.290563338066892,0.0407966424010022,0.00490054812836868,0.290563338066892
220,0.0816039266355224,0.148677450643847,0.148248921003763,0.00408187920077681,0.0175004650214683,0.00526248434781256,0.0162033080556706,0.0452805388561805,0.0130060392251454,0.0148677603989922,0.0137221675970465,0.0677127864650172,0.41905435693954,0.00477791560921758,0.41905435693954
222,0.122400077050639,0.0513666895787357,0.0525635686285979,0.0201254896961397,0.250391814044194,0.0230518448296705,0.075352466362864,0.0936811818354352,0.0168244763721525,0.110195152035519,0.0295157206407919,0.0707595461107246,0.0590704240722338,0.0247015487423023,0.250391814044194
229,0.101222174694268,0.0259226237610284,0.018155507830609,0.0133690520854599,0.126460794868353,0.0564925123412657,0.121362725789008,0.254654425592586,0.013674505390483,0.0900105312472884,0.0240496720916897,0.0100405222528012,0.114768036730264,0.0298169153248957,0.254654425592586
246,0.0387456383372982,0.100460707523579,0.0779997486485808,0.00428914636645262,0.0583942856754916,0.00592812571136069,0.0157561001712978,0.049902438734626,0.0126125108149512,0.0124723459856341,0.0115073633278479,0.0582021144625984,0.550452566215728,0.00327690802455321,0.550452566215728
